Tweet,Target,Stance
@HillaryClinton Where are the #LGBT pride condoms #BillClinton used when he assaulted #MonicaLewinsky? #HillaryClinton #tlot #SemST,hillary clinton,0
The most revealing part about Hillary's released emails is that they're pretty much as boring as mine. #nofriends #SemST,hillary clinton,0
@chicagotribune #ayyylmao do #Democrats & other #liberals realize no one wants #HillaryClinton which is #Obamanation 2.0? #SemST,hillary clinton,0
Hillary will get past the primaries cause Dem voters don't think she can do any wrong. But she will be beat in November #SemST,hillary clinton,0
@moser_kristen  I love how you pay more attention to the democratic candidate than you own republican candidates #KnowTheEnemy #SemST,hillary clinton,2
"Amazing, inspiring speech&question session in Iowa City from @HillaryClinton .Her answers on education&health care were clear. #SemST",hillary clinton,1
@PhilGlutting @megadreamin Thank you so much for RT and FAV!!! #WakeUpAmerica #Rubio2016 #Cruz2016 #SemST,hillary clinton,0
@TIMENOUT Is there anything about the Clintons that is not fraudulent? #SemST,hillary clinton,0
"Gay Rights are Human Rights, and Human Rights are #GayRights - @HillaryClinton #HillaryForAmerica #SemST",hillary clinton,1
RT @Waitingforahero: 2nd tweet-#POTUS2016 candidates #guncontrol Read article-esp #JebBush (make #GunViolence worse) & #GunSen... #SemST,hillary clinton,0
"Liberal's, why ARE you so intolerant?!? Why were your parents so intolerant? And their parents? #UniteBlue #SemST",hillary clinton,2
@FoxNews #HappeningNow optics problem? No the real Hillary Clinton has stood up #ClintonCash #IaVotes #SemST,hillary clinton,0
RT @Glenn_Hegar: Follow if you stand against Hillary in 2016! #SemST,hillary clinton,0
"If it weren't for her marriage, Hillary would unknown. Thanks a lot, Bill.  RT @MangyLover #HIllaryClinton #WeDontTrustYouHillary #SemST",hillary clinton,0
@KrownRoyaleNY @jjauthor Bad for her is good for the U.S. @jlconnell66 #Killary #SemST,hillary clinton,0
.@thehill umm.  Yyyeaaaaah. Sure they do. #SemST,hillary clinton,2
@gerfingerpoken2 #hillary is most likely a felon many times over but has been protected by the political class. #SemST,hillary clinton,0
#Univision ignores Latino candidate Marco Rubio because he doesn't fit their narrative.They're invested with Hillary #rubio2016 #SemST,hillary clinton,0
Only @theDemocrats want #crimigrants running amok in U.S. Cities.   #CancerIsProgressive #SemST,hillary clinton,0
@ReCorwin She didn't even answer with a complete sentence LOL. #Legend #SemST,hillary clinton,2
"#BENGHAZI WAIT DID I SAY ""THANK GOD?"" VOTERS? SRY!! MT!! I MEANT ""THANK GOODNESS!"" NO OFFENSE INTENDED! ##tcot #SemST",hillary clinton,0
The only Intelligent Choice for USA is Hillary Clinton....You can not afford to stay HOME ...you must VOTE and VOTE #UniteBlue #SemST,hillary clinton,1
"hey ""transparent"" @HillaryClinton so...who is ""Santa""? #LibHack #Pay2Play #Corruptocrat #tcot #Benghazi #VinceFoster #Monica #SemST",hillary clinton,0
@kasie I do! And I had an invitation to their beta test before they even officially launched. #HillaryLies #SemST,hillary clinton,0
@JerseyKidPicks thank you sir. It's an honor to hear it. USA for life. Spread this for me. #RememberBenghazi2016 #SemST,hillary clinton,2
And the working american tax payer keeps on paying for the unethical liberals who want to destroy this great country of ours. #SemST,hillary clinton,0
@tiffiwestcott  I got mine and I love it. #SemST,hillary clinton,2
"Would you wanna be in a long term relationship with some bitch that hides her emails, & lies to your face? Then #Dontvote #SemST",hillary clinton,0
@HillaryClinton interview was ridiculous!! She's such a liar! #SemST,hillary clinton,0
@CNNSotu @jaketapper - Can we get back to the issues? That's what #Bernie2016 wants to talk about. Not about #SemST,hillary clinton,0
"#StopHillary2016 @HillaryClinton if there was a woman with integrity and honesty I would vote for such as woman president, NO",hillary clinton,0
I'm 19 years old and care about politics and elections.... I feel like I'm 67 years old #SemST,hillary clinton,2
"@HillaryClinton is plain amazing, humble, smart and confident! Let's get it Mrs. President! #HillaryClinton #SemST",hillary clinton,1
@HillaryClinton Did you feel same about #BillClinton's latest assault of teen girl? #hypocrite #HillaryClinton #Hillary_2016_NO #SemST,hillary clinton,0
@HillaryClinton will be the nominee for the Democratic Party. Period. And she's gonna win the Presidency too. #SorryBernie #SemST,hillary clinton,0
@Westxgal @irisflower33: This money will buy the Anti-American Libs including #SemST,hillary clinton,0
@marcorubio will not let our enemies take advantage of us like Obama is doing & Hillary will do! @TeamMarco #NewAmericanCentury #SemST,hillary clinton,0
@CheekyGent @ChuckCJohnson Hey Hillary is on her to way to buy votes too! #HillarySoOld #SemST,hillary clinton,0
Hillary flew on private jet to speak to speak about Income & Equality. Dinner plates were $2700.00 ! #EqualityForAll #PJNET #CCOT #SemST,hillary clinton,0
I am just full of myself tonight  #tofunny #funny #funnier #hilarious #HilaryDuff #QuotesOfTheDay #quotestoliveby #quotes #SemST,hillary clinton,2
"@theblaze gee,  what a busy schedule she had. #SemST",hillary clinton,0
"Hey!!! If anyone wants to help with the Hillary camp at Charlotte pride, let me know!!! #nc #pride #lgbt #SemST",hillary clinton,1
"Jimmy Fallon music playing. Thank you .... #DonaldTrump  ... for driving Latinos and Gays out to vote by the millions.  Love,  #SemST",hillary clinton,2
when i get married to my partner i want @HillaryClinton to be my maid of honor!  #govote #girlpower #lovewins #SemST,hillary clinton,1
"I guarantee Hillary could care less about black rights.  If Obama did, blacks wouldn't be in the same predicament still.  #SemST",hillary clinton,0
"@fuzislippers @KLSouth @gdebenedetti Yeah, she's a real forward thinker! Lol  #MakeAmericaGreatAgain #WhyImNotVotingForHillary #SemST",hillary clinton,0
@HillaryClinton You Flip/Flopped on the Gay marriage issue; must be more votes available with your current view? #SemST,hillary clinton,0
Win with the Blacks. Put some of your focus on the racial tension between Blacks and Whites. #SemST,hillary clinton,0
@HillaryClinton i am portuguese and i support your campaign! Best luck! The world need a person and a women like you! #USA #SemST,hillary clinton,1
GOP Busted Trey Gowdy proved their #Benghazi hearings are politically motivated when he leaked documents to the press  #SemST,hillary clinton,0
"Moving forward, our next focus should be making higher education more attainable and eliminating the gender pay gap #SemST",hillary clinton,2
@Logan_RTW I agree with her previous stance; and I'm sure she still believes in what was said before. #SemST,hillary clinton,0
The press needs to get out of the way so the peasants can get a glimpse of her Highness. #morningjoe  #SemST,hillary clinton,0
@HillaryClinton Will #BillClinton assault #MonicaLewinsky on her birthday? #liberals #HillaryClinton #SemST,hillary clinton,0
@Reince Hardly a hard-hitting interview like with GOP candidates. Did CNN preclear its questions with her campaign in advance?? #SemST,hillary clinton,2
Forgive #CherylRios of her stupid comments about women being president. She will blame it on that time of the month anyways. #SemST,hillary clinton,2
"@NoahCRothman ""Everything I did was permitted."" -HRC. ""If God is dead, all things are permitted"" -Dostoyevsky.  #tcot #SemST",hillary clinton,0
Hillary doesn't want to put anyone in prison anymore. Obviously worried about her own future.,hillary clinton,0
2016 is going to be a great year. Rush Limbaugh's contract is over and he will be dropped by so many. Liberal victory #stoprush #SemST,hillary clinton,2
you can't bitch at me for donating to Dems.  Only way to get business done with them is to grease the skids #bribe #paytoplay #SemST,hillary clinton,0
Breaking News: #Hillary trades campaign bus for a broomstick. #SemST,hillary clinton,0
@pdg811 Didn't realize I was in a Republican echo chamber of faux scandals! Ask Gowdy to #Releasethetranscript  #ITrustHillary #SemST,hillary clinton,1
"#Putin, the last thing the US needs right now is another #Clinton or #Bush in the White house. We're a dynasty now? #Jeb2016 #SemST",hillary clinton,0
Where's the campaign store is the real question? I am ready to buy some Hillary gear,hillary clinton,1
@docdebags @awelab1956 @BuzzFeedAndrew @BuzzFeedNews  It will. Otherwise we're guaranteed GOP in control of all 3 branches. #SemST,hillary clinton,0
Getting another @HillaryClinton bumper sticker because #LoveWins and 2 just wasn't enough #SemST,hillary clinton,1
@JOEROWE409 @ScotsFyre Hillaey Clinton can't help but lie...it's who she really is. #SemST,hillary clinton,0
@AppSame: Queen @HillaryClinton Was asked What she thought about @realDonaldTrump comments on illegals She Said LET ME EAT PIE #SemST,hillary clinton,0
RT @putterrod: @IngrahamAngle Republicans everywhere are looking for someone to lead. A leader not a liar. #SemST,hillary clinton,0
"Make sure to make it to the Brew House in Pella, IA tomorrow @ 3 to meet with @HillaryClinton supporters! #SemST",hillary clinton,0
"Saudi Arabia imprisons & flogs rape victims. ""Women's champion"" @HillaryClinton has accepted MILLIONS $$$ from Saudi govt #tcot #SemST",hillary clinton,0
@dougshelton749 @realDonaldTrump  #HRC would be an even bigger threat to America than #Obummer.   #WakeUpAmerica #SemST,hillary clinton,0
Are we so desperate in this country to seriously consider a 60+ woman as president? #SemST,hillary clinton,0
@JedediahBila u must be counting the lies like sheep ..... #SemST,hillary clinton,2
We can't expect change if we continue to vote for the same people. You have to take a chance 4yrs is not that long #Bernie2016 #SemST,hillary clinton,0
@HillaryClinton Stop raising taxes and let people keep more of their wages! #LibertyNotHillary #StandWithRand #SemST,hillary clinton,0
"I'm in a better place now that I got some coffee, now time to grow these grassroots   #sctweets #SemST",hillary clinton,2
"@asphaultangel13 Afterall, they're just a poor black family trying to pay the bills!  @crousselle #WhyImNotVotingForHillary #TCOT #SemST",hillary clinton,0
marijuana? marijuaage equality?? coincidence i think nOT!!11! #SemST,hillary clinton,2
"@billodoux Thanks for the follow, that his by far the cutest avatar I have seen, God bless you all ! #freealfour #SemST",hillary clinton,2
At least the few mistakes made by @GOP candidates on the campaign aren't felonies like the ones@HillaryClinton makes.#OhHillNo #SemST,hillary clinton,0
Hilly & Barry's Bloody Benghazi Bamboozle #HillaryIceCreamFlavors   #tcot #WakeUpAmerica #SemST,hillary clinton,0
@HRCSnowShovel it must be hard work burying the @HillaryClinton anti-LGBT rights record #LoveWins #FeelTheBern #SemST,hillary clinton,0
RT @spanglishpop: Thanks @GOP keep sending in the clowns! It makes this upcoming election very entertaining #latinos2016 #Rock... #SemST,hillary clinton,2
Republicans in the White House will make America great again! #Trump #educateyourself #boycottlibralmedia #SemST,hillary clinton,0
Cruz-- Perry 2016 @tedcruz @GovernorPerry It's the only win-win choice #SemST,hillary clinton,0
Amazing turnout @TheCenterLV . Emotional crowd. RT if agree love wins. #FellowsNV  #SemST,hillary clinton,2
@foxnewspolitics NOT EVEN A LITTLE BIT!!! #Nobama #WeMissYouGipper #SemST,hillary clinton,2
Hopefully Hillary Clinton gets cancer and dies before she gets the opportunity to embarrass our country any further. #july4th #SemST,hillary clinton,0
"Just met an awesome supporter on the CX bus! He said ""Hillary is one strong woman and we need that for our country."" #FellowsNV #SemST",hillary clinton,1
Gwen being a good leader and training a new volunteer in rock hill.! #FellowsSC #HillaryForSC #SemST,hillary clinton,1
.@gailtalk @trscoop Of course it was. She'll be handled every step of the way. They can't risk her unscripted. #SemST,hillary clinton,0
"@TrucksHorsesDog  #CommonCore , another brilliant idea supported by a #bush.  #nomorebushes  #SemST",hillary clinton,0
"@FoxNews  ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016 #SemST",hillary clinton,0
"Trump's inauguration speech (God Forbid)!!.....Me-me-me-me-China-me-me,""did i mention me yet!?..where's my hairspray China #SemST",hillary clinton,0
"Bad punning gets worse, not better, over time. Remember that, America #SemST",hillary clinton,2
Can anyone name the jobs #HillaryClinton has been responsible for creating.. Even her security is an entitlement... #SemST,hillary clinton,0
@FoxNews @GovChristie @HillaryClinton Actually she should be disqualified from running!How many scams and ethics problems now? #SemST,hillary clinton,0
"@HillaryClinton had more twitter followers then all four major Republican candidates (Bush, Rubio, Paul, Cruz) COMBINED. #SemST",hillary clinton,1
@nytimes this will cost them the 2016 election. #SemST,hillary clinton,2
@HillaryClinton Pretty sure you're gonna lose out on a lot of hypocritical #Christian votes by pretending to care about #LGBT #SemST,hillary clinton,0
Hillary Clinton is a devious & deceitful career politician. She is the Richard Nixon of our time. #SemST,hillary clinton,0
"If it's been 80+ days since you've done an interview,  can we assume you're not really running for president? #SemST",hillary clinton,2
Today's number is 8! That's how many years old Jesus was when he learned to ride a bike!  Pretty cool dude! #USWNT #proudmom #SemST,hillary clinton,0
Students of #BaylorUniversity are y'all ready for #MarcoRubio in #2016 #BU #Baylor #Bears #BaylorBears #NewAmericanCentury #GOP #SemST,hillary clinton,0
".@GoldenTalon @johnmanko @CassandraRules  On the contrary, I am happy she will win. I enjoy seeing Liberal cities burn GO #SemST",hillary clinton,1
The guy in the multicolored shirt looks chi as fuck. #SemST,hillary clinton,0
"@FrankCraig: @skzdalimit if you're the best your side has to offer, we have nothing to worry about, slick. #SemST",hillary clinton,2
"Now that #Hillary is raising money like an incumbent president, can we stop pretending that she won't be the nominee? #SemST",hillary clinton,0
"Why is HRC so popular?  This deceptive socialist accomplished nothing. Is only wife of an impeached President, who enabled UBL.   #SemST",hillary clinton,0
"If you cant dazzle them with brilliance, baffle them with bullshit. #HillaryClinton #libstardsareidiots #SemST",hillary clinton,0
BIG BOOTY BITCHES BIG BIG BOOTY BITCHES #SemST,hillary clinton,0
@HillaryClinton > since trickle down economics has failed when was the last time a poor person created jobs? #SemST,hillary clinton,0
@rebeccalipson  #freedom_justice_equality_education for innovation and development to make #happy_life i Utopia #SemST,hillary clinton,2
"The only thing that I would pay money for is to hear Hillary Clinton say ""I QUIT and I'm GUILTY"" that would be worth millions. #SemST",hillary clinton,0
"@redsteeze:  Broke, as in Dead broke"" Elitist Nauseating Get behind the rope  Hateful Arrogant Z Ideologue  Someone else add Z. #SemST",hillary clinton,0
"#Putin, #NothingMoreAmericanThan voting for a politician to lead the country when she can't even handle email. #think #SemST",hillary clinton,0
Republican donors have numerous candidates to put their money on. Dems basically have one. We're gonna get killed financially. #SemST,hillary clinton,0
@tedcruz @IamTheWindowMan  GET OUT OF MY STATE YOU BUM! #UniteBlue  #SemST,hillary clinton,2
@marymorientes Love it. It happens in my world too! #SemST,hillary clinton,2
@Raging_D_RTR @CrimsonHotMess I'm for CHANGE and EQUALITY #SemST,hillary clinton,2
@ZekeJMiller @BretBaier @danmericaCNN  How could anyone vote for that woman?  #SemST,hillary clinton,0
@foxnation That should have been done BEFORE she got rid of it!!! #NoHillary2016 #SemST,hillary clinton,0
"You're a idiot if you vote for Hillary, her and Obama are The Epitome  of what's wrong with this country #Benghazi #SemST",hillary clinton,0
I dont understand the people that bash Donald Trump but take Hillary Clinton seriously #SemST,hillary clinton,0
RT @GunnJessica: Because I want young American women to be able to be proud of the 1st woman president #SemST,hillary clinton,1
"The Democrats are not creating Al QAEDA, they are creating A NUCLEAR ISIS.  THINK ABOUT THAT.  #SemST",hillary clinton,0
@HillaryClinton  A Rainbow logo? Did u know only 4% of the US is gay? (2010 Census). #WhyImNotVotingForHillary #SemST,hillary clinton,0
@LifeNewsHQ tolerance at its best! Do as I say not as I do #SemST,hillary clinton,2
Does #hillaryclinton lie and engage in cover-ups to do damage to the country or does she do it out of habit?  #tcot #uniteblue #SemST,hillary clinton,0
"@RedStateJake ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016 #SemST",hillary clinton,0
@clairecmc @RosieGray is that why she and @ClintonGlobal take that #Saudi money? #SaudiCables #SaudiCables #clinton2016 #SemST,hillary clinton,0
@PoliticalShort She would have to have a conscious to be haunted. @jlconnell66 #killary #Marxism  #SemST,hillary clinton,0
@HillaryforNH will u rope off the people too Hillary swine?  #uppers #uniteblue #SemST,hillary clinton,0
@HillaryClinton : Women deserve a better candidate for the HIGH HONOR of first woman President. We ALL do! #SemST,hillary clinton,0
Anyone who knows or whiteness bigotry & does nothing is just as guilty 4 not doing anything morningjoe #UniteBIue #SemST,hillary clinton,2
@HillaryClinton had a Legal obligation to prevent the destruction (preserve) Gov't & related documents (email). She didn't. #SemST,hillary clinton,0
"Hillarity claims no subpoenas, get put in her place with photographic evidence... So trustworthy... #WhatILearnedToday #SemST",hillary clinton,0
@akawhit1 ITS TIME TO ROPE OFF KILLARY @FoxNews DELETE HER OFF YOUR BALLOT SHE IS A CLONE OF SODOM  INSANE OBAMMAD #WakeUpAmerica #SemST,hillary clinton,0
"It's time that we move from good words to good works, from sound bites to sound solutions.--@HillaryClinton #ReadyForHillary #SemST",hillary clinton,1
"Headed to Chester, SC for a big hillary canvass! Join me. Wylie park 11-3 #SemST",hillary clinton,1
"You know, when you talk bad about Hillary, in a sense, you're talking bad about me. #SemST",hillary clinton,1
Ding Dong ____ _____ __ ____ #SemST,hillary clinton,2
#LoveWins on the day I get my Hillary gear! #Yaaas #Pride #SemST,hillary clinton,1
@jimlibertarian @peddoc63 @Callisto1947 @MaydnUSA @c5hardtop1999 @surfermom77 @SMolloyDVM That's right! #SemST,hillary clinton,0
The recent comments of #HillaryClinton sounded like it was #Netanyahu speaking. Doesn't bode well. #SemST,hillary clinton,0
"One wonders, if your Government ignores the law, the rest of us can too right?  Just say no to  #SemST",hillary clinton,0
@peddoc63 @steph93065 @ChrisHollyMusic she's needs an Orange pantsuit! Permanently! #hillaryforprison #wakeupamerica #pjnet #SemST,hillary clinton,0
"Apparently, @BernieSanders fans don't like to see Hillary's name even implied.  #SheWhoShallNotBeNamedBecauseShesWinning #SemST",hillary clinton,1
WHO'S READY FOR A DAY OF ACTION?! I know I am! #FellowsSC #SemST,hillary clinton,2
@thehill all the more reason to vote #Democrat in 2016. #ACAworks #GetMoneyOut #RestoreTheVRA #Bernie2016 #waronpoverty #SemST,hillary clinton,1
"@RushetteNY @TwitchyTeam Hillary to press: ""Curtsy while you're thinking what to say, it saves time"" #throughthelookingglass  #SemST",hillary clinton,0
@HillaryClinton You can run but you ca't hide. #ClintonFoundationscandal #ClintonCash #emailgate #SemST,hillary clinton,0
@WashTimes This is indefensible! One of the dumbest things I have ever seen a campaign do. Even the left was outraged by this.  #SemST,hillary clinton,2
Lol why do so many people around here hate Hillary?  #SemST,hillary clinton,1
"@tedcruz And, #HandOverTheServer she wiped clean + 30k deleted emails, explains dereliction of duty/lies re #Benghazi,etc #tcot",hillary clinton,0
"@HillaryClinton Did your rich Saudi donors, who execute gays, join the team? #Hypocrite #WakeUpAmerica  #SemST",hillary clinton,0
#Christie2016 you can't claim #Bridgegate wasn't your fault when you were the man behind the wheel. #GOP  #TeaParty #TCOT #DEM #SemST,hillary clinton,0
"@maddow I love Bern, but it's not his time! #SemST",hillary clinton,0
"@AndreaTantaros Clinton privilege transcends white privilege, rock star privilege, NFL privilege & intergalactic alien privilege. #SemST",hillary clinton,0
@realDonaldTrump @MalachiNorris lol!!!!  That is one of the funniest things I've heard in a while!!!!  #SemST,hillary clinton,2
"#Clintonemails are just a prelude of what her presidency could be if elected, a myrad of scandals @GOP @FloridaGOP @marcorubio #SemST",hillary clinton,0
@alison_rambles @RickCanton @ResistTyranny @RotNScoundrel @LeahR77 @LeahRBoss @RedStateJake  Because I have Grand Children!  #SemST,hillary clinton,2
Dad while watching the news:  Politics is just show business for ugly people #HowAboutNo #SemST,hillary clinton,2
@ahbrees @TODAYshow  Attack? More like the daily liberal media defend Hillary and her lies!! #SemST,hillary clinton,0
ROFLMAO! 2012 @GOP couldnt kiss enough of #DonaldTrump ass! Now GOP cant run fast enough. #tcot #uniteblue #Bernie2016 #SemST,hillary clinton,0
@DRUDGE_REPORT We haven't even had the elections yet. #SemST,hillary clinton,2
You don't have to be a lawyer to know the Clintons violated ethics rules. #SemST,hillary clinton,0
Too many women in too many countries speak the same language  of silence. HILLARY CLINTON #HillaryCliton #Hillary4Women #SemST,hillary clinton,1
@AdamSmith_USA Nice video. GOOD Luck WITH it. #SemST,hillary clinton,2
Leader of free world. Global navigating. Interacting with the international community. Beyond big crowds. Learned lesson. #SemST,hillary clinton,0
"@CidEloisa @DiggingLamb Thank you so much for RTs and FAVs, Eloisa and Thomas!!! #WakeUpAmerica #SemST",hillary clinton,2
@OutnumberedFNC: Hillary chooses Brianna Keilar for her first interview. What can we expect? #SemST,hillary clinton,2
"@Bluesaloon Women are not a demographic, we are at least 50% of the nation. So a woman is no more symbolic than a man #SemST",hillary clinton,2
Rhodham Hood: It takes a village to  community organize wealth redistribution Obama-style.   #SemST,hillary clinton,2
@BadgerGeno @kreichert27 @jackbahlman Too busy protesting :) #LoveForAll #BackdoorBadgers #SemST,hillary clinton,2
"@ARForHillary @HillaryClinton @HillaryIn2016 So proud of you! Soon, we will show who we really are. Keep up the good work! #SemST",hillary clinton,1
@CNN One would hope everyone would be fired up over such a blatant lie #SemST,hillary clinton,0
I want to go back in time to when men and women couldn't appear in the same yearbook as each other #old school #SemST,hillary clinton,2
"So @ClintonFdn, I believe Andrew Fastow beat you to the ""we made mistakes, as many organizations of our size do"" excuse #SemST",hillary clinton,0
"@WoodenThreat @incessantpatrio @bcwilliams92 that was fun, but it wont be if we have another FAKE #POTUS #WhyImNotVotingForHillary #SemST",hillary clinton,0
"#TheDonald can't keep a beauty pageant afloat and wants to be the President?  Aw, hell no. #SemST",hillary clinton,0
Hillary Clinton is the only one who can turn this country around we don't need another man in the office. #endsexism #SemST,hillary clinton,1
The white male vote is solidly GOP. The black vote is solidly DEM.  That leaves white females and brown ppl. #FeelTheBern #SemST,hillary clinton,0
"RT @JohnFugelsang: They should just make the GOP primaries a reality game show called ""Who Wants To Get Beat Up By A Girl? #SemST",hillary clinton,1
"Problem with #libertarian is it's not even a decreed party. A house devided against itself, will not stand. think this news to #SemST",hillary clinton,2
"THEYRE NOT ""THUGS""  YOU #TEAPARTY RACISTS THEY ARE ""COMMUNITY REORGANIZERS"" !! #TCOT #baltimoreriots #SemST",hillary clinton,2
"Is a Eric Holder making 7 figures in the financial industry he protected from prosecution, yet?  Why do Libs love 1%ers?  #SemST",hillary clinton,0
Hillary gave her first big interview. Did she talk about the issues? Did she rally the left? Nope. Total dud. #Bernie2016 #SemST,hillary clinton,0
So over 20 million government employees got their private info stolen. Has anyone checked @HillaryClinton server?  #2016 #Fail #SemST,hillary clinton,0
"So when all you brave patriots stop Hillary, who you going to replace her with, Jeb Bush? LOL. #losers #SemST",hillary clinton,1
@TheDemocrats @DNCWomen I'm down to help for 2016 election. #SemST,hillary clinton,1
@nolyklibs Awww does #Killary think posing for that pic will make her look like a real human? @jlconnell66 #Benghazi #Shillary #SemST,hillary clinton,0
@AlyssSmithh There she is pant suite Hillary to hide those thighs #HillarysDonors #HillarysBigAnnouncement #Benghazi #Obama #SemST,hillary clinton,0
Hey #TexasState #Bobcats I hope y'all are ready for #MarcoRubio #2016 #TexasStateUniversity #NewAmericanCentury #Texas #TCOT #SemST,hillary clinton,2
#KCA #VoteJKT48ID RfWheels3015: davidjones720 rratkinson Right I mean what the heck is an #ArabDonorGroup ?? #HillaryEmails #D... #SemST,hillary clinton,0
"@koolkat14215 Haha, I LOVE your header! #SemST",hillary clinton,2
"Also the $400,000 ""speaking fees"" #Hillary took from Goldman Sachs for two ""speeches."" @Joan_Vennochi #SemST",hillary clinton,0
@CBSThisMorning Bernie Sanders had record crowds in Madison wis why no mention from you guys you talked about trump #Trump #SemST,hillary clinton,2
I just want my dog to stop eating the trash #SemST,hillary clinton,2
"@Network_Citizen @ProudInfidel33 @YoungBLKRepub ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #SemST",hillary clinton,0
"Everything abt @HillaryClinton is BOGUS. Her issues, her history, her #Iowa trip, her #Twitter followers, her campaigning #SemST",hillary clinton,0
"HillaryClinton Next up for legalization: Your pet goat, or your #pedophile neighbor 'dating' the 9 year old next door.. #SemST",hillary clinton,0
@politico Remember when millions of GWBush's emails went missing or deleted re Iraq War and nobody had a hearing? Yawn! #SemST,hillary clinton,2
"It just depends on what the  definition of the word ""subponea"" is...  #subponea #SemST",hillary clinton,0
@CBSThisMorning Emails missing and incomplete? Who'd of thunk it?  I'M ABOVE THE LAW and the rest of you peons! JUST TRUST ME! #SemST,hillary clinton,0
@HillaryClinton literally the greatest video I have ever seen. #SemST,hillary clinton,1
Go watch America: Imagine A World Without Her. It'll make you realize how lucky we are to live in the best country on Earth #SemST,hillary clinton,2
@GOP Of course @HillaryClinton is silent. That insures she doesn't have 2 stand 4 ANYTHING & less chance of offending voters #SemST,hillary clinton,0
@dougshelton749   Let's hope her campaign unravels before Dec.  We can't have this liar as next President.  #SemST,hillary clinton,0
If a man demanded staff to get him an ice tea he'd be called a sexists elitist pig.. Oink oink #Hillary #SemST,hillary clinton,0
YES! Community policing is answer to rebuilding trust in our communities between law enforcement and the people they serve. #SemST,hillary clinton,2
@HillaryClinton the @DalaiLama speaks of women in leadership roles bringing about a more compassionate world. #potus #SemST,hillary clinton,1
@Ba68scgal The guy w/ the #Benghazi sign has guts Loveit #NoHillary2016 #SemST,hillary clinton,0
@Levee_Breaks  The stench of low tide.is lasting NO! ===> #SemST,hillary clinton,2
@JohnKerry @BALWANIKAPIL @HillaryClinton @StateDept @tomperriello  I didn't realize #PayToPlayDiplomacy was such a big hit!  #SemST,hillary clinton,0
"Hillary claims to be a ""champion"" of the middle class, but @RandPaul tax plan cuts the FICA tax, benefiting the middle class. #SemST",hillary clinton,0
@occupycorruptDC she ain't no ways tired of being a dumbass #SemST,hillary clinton,2
@HillaryClinton I'd ask #HillaryClinton to stop lying about #Benghazi & #ClintonFoundation ties to #terrorist #muslim #ISIS. #SemST,hillary clinton,0
@Upworthy @HillaryClinton It should be illegal for an employer to discriminate against their workers. #EqualityForAll #SemST,hillary clinton,1
@DemocratGuide @Reuters bur #Hlllary just raised 45 million! #SemST,hillary clinton,0
"Because I'm against common core, common crooks and common lies! #NoHillary2016 #StopHillaryClinton2016 #WhyImNotVotingForHillary #SemST",hillary clinton,0
@petefrt That woman is so corrupt she can't even have a truthful thought. #SemST,hillary clinton,0
@Reince This is very credible! Good work! America is desperately in need of good leadership. #VoteGOP #NoHillary #SemST,hillary clinton,0
Does Hillary really need to run this country? Could we just make her president of the Bingo club at Shady Pines?  #tcot #p2 #SemST,hillary clinton,0
@greta What #Bernie2016 has done is work for DECADES on behalf of the American people not the corporatocracy who own corrupted #SemST,hillary clinton,0
@AnitaFinlay @politico Hillary's doing the right thing -- staying focus on her campaign. #SemST,hillary clinton,1
@realDonaldTrump not good when only @AnnCoulter defends you. Your big mouth & giant ego are your downfall #stupidisasstupiddoes #SemST,hillary clinton,0
"SUCCESS:  @HillaryClinton said she's receiving a constant barrage of attacks from ""the Right.""  Great job, guys. Keep it up! #SemST",hillary clinton,0
I don't want to be appointed to an Ambassador post.,hillary clinton,2
@WNTonight i love bernie because he ain't #SemST,hillary clinton,2
.@HillaryClinton What's the ambient temperature in #Hell today? Use that as a guide!  #SemST,hillary clinton,0
@Independent Maybe it's his last name? Or maybe he's a bonafide racist with a militia membership. Lol. #Tattoos #SemST,hillary clinton,2
.@thedailybeast such a waste of space #CrackingCeilings #SemST,hillary clinton,2
@politicalmath @BoboFromTexas doesn't matter. Nobody cares if the Clintons make mistakes as long as the checks keep coming. #SemST,hillary clinton,0
"#DemocRAT2014Slogans: ""Why work? When you can VOTE DemocRAT - twice!"" #tcot #SemST",hillary clinton,0
"Do we breathe & live or ignore & collectively succumb to toxins of political, ecological, unwanton oligards? #p2 #bernie2016 #SemST",hillary clinton,0
My mom just told me she and my aunt want to volunteer on @HillaryClinton's campaign! I support it! #SemST,hillary clinton,1
Federal gov't social spending 61% of budget. Federal gov't defense spending 22% of budget. Something is definitely wrong here. #SemST,hillary clinton,2
Join the Twitter movement! RT or fav for a mention or follow back! #SemST,hillary clinton,2
"Hillary can't create jobs! Last time she had a job to do, she outsourced it to Monica Lewinsky. #SemST",hillary clinton,0
"Use your brain, keep Hillary out of the White House.Clinton2016",hillary clinton,0
@Chris_1791 @newsbusters 2 years ago #Hillary never answered whether she used private email #Liberal media passed on reporting #SemST,hillary clinton,0
Republican candidates continuing to spread hatred and alienating the voters. Hillary wins!  #LoveWins #MikeHuckabee #Rubio2016 #SemST,hillary clinton,1
@HillaryClinton The deceit hand? Thats a hand you know well. Right? #SemST,hillary clinton,0
